text,gloss
[ISL] Learn Sign 0007,[ISL] LEARN SIGN 0007
[ISL] Learn Sign 0008,[ISL] LEARN SIGN 0008
[ISL] Can you sign Sign 0008?,[ISL] CAN YOU SIGN SIGN 0008?
[ISL] See Sign 0008,[ISL] SEE SIGN 0008
[ISL] Translate Sign 0009,[ISL] TRANSLATE SIGN 0009
[ISL] Learn Sign 0009,[ISL] LEARN SIGN 0009
[ISL] Show me Sign 0009,[ISL] SHOW ME SIGN 0009
[ISL] Show me Sign 0010,[ISL] SHOW ME SIGN 0010
[ISL] Translate Sign 0010,[ISL] TRANSLATE SIGN 0010
[ISL] I like Sign 0010,[ISL] I LIKE SIGN 0010
[ISL] Translate Sign 0011,[ISL] TRANSLATE SIGN 0011
[ISL] Learn Sign 0011,[ISL] LEARN SIGN 0011
[ISL] What is Sign 0012?,[ISL] WHAT SIGN 0012?
[ISL] This is Sign 0013,[ISL] THIS SIGN 0013
[ISL] Learn Sign 0013,[ISL] LEARN SIGN 0013
[ISL] Show me Sign 0013,[ISL] SHOW ME SIGN 0013
[ISL] Can you sign Sign 0014?,[ISL] CAN YOU SIGN SIGN 0014?
[ISL] Show me Sign 0014,[ISL] SHOW ME SIGN 0014
[ISL] This is Sign 0014,[ISL] THIS SIGN 0014
[ISL] See Sign 0015,[ISL] SEE SIGN 0015
[ISL] I like Sign 0015,[ISL] I LIKE SIGN 0015
[ISL] This is Sign 0015,[ISL] THIS SIGN 0015
[ISL] Show me Sign 0016,[ISL] SHOW ME SIGN 0016
[ISL] Learn Sign 0016,[ISL] LEARN SIGN 0016
[ISL] What is Sign 0016?,[ISL] WHAT SIGN 0016?
[ISL] Can you sign Sign 0017?,[ISL] CAN YOU SIGN SIGN 0017?
[ISL] What is Sign 0017?,[ISL] WHAT SIGN 0017?
[ISL] See Sign 0018,[ISL] SEE SIGN 0018
[ISL] This is Sign 0018,[ISL] THIS SIGN 0018
[ISL] Show me Sign 0018,[ISL] SHOW ME SIGN 0018
[ISL] Show me Sign 0019,[ISL] SHOW ME SIGN 0019
[ISL] This is Sign 0019,[ISL] THIS SIGN 0019
[ISL] I like Sign 0020,[ISL] I LIKE SIGN 0020
[ISL] Show me Sign 0020,[ISL] SHOW ME SIGN 0020
[ISL] See Sign 0020,[ISL] SEE SIGN 0020
[ISL] What is Sign 0021?,[ISL] WHAT SIGN 0021?
[ISL] Can you sign Sign 0021?,[ISL] CAN YOU SIGN SIGN 0021?
[ISL] See Sign 0021,[ISL] SEE SIGN 0021
[ISL] See Sign 0022,[ISL] SEE SIGN 0022
[ISL] Wait for Sign 0022,[ISL] WAIT FOR SIGN 0022
[ISL] This is Sign 0022,[ISL] THIS SIGN 0022
[ISL] Can you sign Sign 0023?,[ISL] CAN YOU SIGN SIGN 0023?
[ISL] Translate Sign 0023,[ISL] TRANSLATE SIGN 0023
[ISL] Show me Sign 0023,[ISL] SHOW ME SIGN 0023
[ISL] I like Sign 0024,[ISL] I LIKE SIGN 0024
[ISL] This is Sign 0024,[ISL] THIS SIGN 0024
[ISL] Translate Sign 0024,[ISL] TRANSLATE SIGN 0024
[ISL] Learn Sign 0025,[ISL] LEARN SIGN 0025
[ISL] Repeat Sign 0025,[ISL] REPEAT SIGN 0025
[ISL] Wait for Sign 0025,[ISL] WAIT FOR SIGN 0025
[ISL] Show me Sign 0026,[ISL] SHOW ME SIGN 0026
[ISL] Repeat Sign 0026,[ISL] REPEAT SIGN 0026
[ISL] See Sign 0027,[ISL] SEE SIGN 0027
[ISL] Wait for Sign 0028,[ISL] WAIT FOR SIGN 0028
[ISL] Repeat Sign 0028,[ISL] REPEAT SIGN 0028
[ISL] Show me Sign 0028,[ISL] SHOW ME SIGN 0028
[ISL] Can you sign Sign 0029?,[ISL] CAN YOU SIGN SIGN 0029?
[ISL] Repeat Sign 0029,[ISL] REPEAT SIGN 0029
[ISL] This is Sign 0030,[ISL] THIS SIGN 0030
[ISL] What is Sign 0030?,[ISL] WHAT SIGN 0030?
[ISL] Repeat Sign 0031,[ISL] REPEAT SIGN 0031
[ISL] I like Sign 0031,[ISL] I LIKE SIGN 0031
[ISL] This is Sign 0031,[ISL] THIS SIGN 0031
[ISL] Can you sign Sign 0032?,[ISL] CAN YOU SIGN SIGN 0032?
[ISL] Repeat Sign 0032,[ISL] REPEAT SIGN 0032
[ISL] This is Sign 0032,[ISL] THIS SIGN 0032
[ISL] Translate Sign 0033,[ISL] TRANSLATE SIGN 0033
[ISL] Repeat Sign 0033,[ISL] REPEAT SIGN 0033
[ISL] What is Sign 0033?,[ISL] WHAT SIGN 0033?
[ISL] See Sign 0034,[ISL] SEE SIGN 0034
[ISL] Wait for Sign 0034,[ISL] WAIT FOR SIGN 0034
[ISL] I like Sign 0034,[ISL] I LIKE SIGN 0034
[ISL] Translate Sign 0035,[ISL] TRANSLATE SIGN 0035
[ISL] Repeat Sign 0035,[ISL] REPEAT SIGN 0035
[ISL] Can you sign Sign 0036?,[ISL] CAN YOU SIGN SIGN 0036?
[ISL] I like Sign 0036,[ISL] I LIKE SIGN 0036
[ISL] Can you sign Sign 0037?,[ISL] CAN YOU SIGN SIGN 0037?
[ISL] Wait for Sign 0037,[ISL] WAIT FOR SIGN 0037
[ISL] I like Sign 0037,[ISL] I LIKE SIGN 0037
[ISL] This is Sign 0038,[ISL] THIS SIGN 0038
[ISL] Repeat Sign 0038,[ISL] REPEAT SIGN 0038
[ISL] Can you sign Sign 0038?,[ISL] CAN YOU SIGN SIGN 0038?
[ISL] Wait for Sign 0039,[ISL] WAIT FOR SIGN 0039
[ISL] Translate Sign 0040,[ISL] TRANSLATE SIGN 0040
[ISL] Can you sign Sign 0040?,[ISL] CAN YOU SIGN SIGN 0040?
[ISL] See Sign 0040,[ISL] SEE SIGN 0040
[ISL] Show me Sign 0041,[ISL] SHOW ME SIGN 0041
[ISL] Learn Sign 0041,[ISL] LEARN SIGN 0041
[ISL] Translate Sign 0041,[ISL] TRANSLATE SIGN 0041
[ISL] This is Sign 0042,[ISL] THIS SIGN 0042
[ISL] Learn Sign 0042,[ISL] LEARN SIGN 0042
[ISL] Translate Sign 0042,[ISL] TRANSLATE SIGN 0042
[ISL] Learn Sign 0043,[ISL] LEARN SIGN 0043
[ISL] Wait for Sign 0043,[ISL] WAIT FOR SIGN 0043
[ISL] What is Sign 0043?,[ISL] WHAT SIGN 0043?
[ISL] See Sign 0044,[ISL] SEE SIGN 0044
[ISL] I like Sign 0044,[ISL] I LIKE SIGN 0044
[ISL] Learn Sign 0044,[ISL] LEARN SIGN 0044
[ISL] This is Sign 0045,[ISL] THIS SIGN 0045
[ISL] See Sign 0045,[ISL] SEE SIGN 0045
[ISL] Can you sign Sign 0045?,[ISL] CAN YOU SIGN SIGN 0045?
[ISL] What is Sign 0046?,[ISL] WHAT SIGN 0046?
[ISL] Can you sign Sign 0046?,[ISL] CAN YOU SIGN SIGN 0046?
[ISL] Repeat Sign 0046,[ISL] REPEAT SIGN 0046
[ISL] See Sign 0047,[ISL] SEE SIGN 0047
[ISL] What is Sign 0047?,[ISL] WHAT SIGN 0047?
[ISL] I like Sign 0047,[ISL] I LIKE SIGN 0047
[ISL] Translate Sign 0048,[ISL] TRANSLATE SIGN 0048
[ISL] Show me Sign 0048,[ISL] SHOW ME SIGN 0048
[ISL] See Sign 0048,[ISL] SEE SIGN 0048
[ISL] Can you sign Sign 0049?,[ISL] CAN YOU SIGN SIGN 0049?
[ISL] I like Sign 0049,[ISL] I LIKE SIGN 0049
[ISL] Repeat Sign 0049,[ISL] REPEAT SIGN 0049
[ISL] This is Sign 0050,[ISL] THIS SIGN 0050
[ISL] See Sign 0050,[ISL] SEE SIGN 0050
[ISL] Learn Sign 0050,[ISL] LEARN SIGN 0050
[ISL] Repeat Sign 0051,[ISL] REPEAT SIGN 0051
[ISL] Can you sign Sign 0051?,[ISL] CAN YOU SIGN SIGN 0051?
[ISL] Show me Sign 0051,[ISL] SHOW ME SIGN 0051
[ISL] Show me Sign 0052,[ISL] SHOW ME SIGN 0052
[ISL] I like Sign 0052,[ISL] I LIKE SIGN 0052
[ISL] Repeat Sign 0053,[ISL] REPEAT SIGN 0053
[ISL] Show me Sign 0053,[ISL] SHOW ME SIGN 0053
[ISL] Learn Sign 0054,[ISL] LEARN SIGN 0054
[ISL] See Sign 0054,[ISL] SEE SIGN 0054
[ISL] Translate Sign 0054,[ISL] TRANSLATE SIGN 0054
[ISL] Can you sign Sign 0055?,[ISL] CAN YOU SIGN SIGN 0055?
[ISL] What is Sign 0055?,[ISL] WHAT SIGN 0055?
[ISL] See Sign 0056,[ISL] SEE SIGN 0056
[ISL] I like Sign 0056,[ISL] I LIKE SIGN 0056
[ISL] Can you sign Sign 0057?,[ISL] CAN YOU SIGN SIGN 0057?
[ISL] I like Sign 0057,[ISL] I LIKE SIGN 0057
[ISL] This is Sign 0057,[ISL] THIS SIGN 0057
[ISL] I like Sign 0058,[ISL] I LIKE SIGN 0058
[ISL] Wait for Sign 0058,[ISL] WAIT FOR SIGN 0058
[ISL] Repeat Sign 0058,[ISL] REPEAT SIGN 0058
[ISL] This is Sign 0059,[ISL] THIS SIGN 0059
[ISL] Show me Sign 0059,[ISL] SHOW ME SIGN 0059
[ISL] What is Sign 0059?,[ISL] WHAT SIGN 0059?
[ISL] This is Sign 0060,[ISL] THIS SIGN 0060
[ISL] What is Sign 0060?,[ISL] WHAT SIGN 0060?
[ISL] See Sign 0061,[ISL] SEE SIGN 0061
[ISL] This is Sign 0061,[ISL] THIS SIGN 0061
[ISL] Repeat Sign 0061,[ISL] REPEAT SIGN 0061
[ISL] See Sign 0062,[ISL] SEE SIGN 0062
[ISL] Wait for Sign 0063,[ISL] WAIT FOR SIGN 0063
[ISL] Learn Sign 0063,[ISL] LEARN SIGN 0063
[ISL] Translate Sign 0063,[ISL] TRANSLATE SIGN 0063
[ISL] What is Sign 0064?,[ISL] WHAT SIGN 0064?
[ISL] Show me Sign 0064,[ISL] SHOW ME SIGN 0064
[ISL] I like Sign 0064,[ISL] I LIKE SIGN 0064
[ISL] Can you sign Sign 0065?,[ISL] CAN YOU SIGN SIGN 0065?
[ISL] Learn Sign 0065,[ISL] LEARN SIGN 0065
[ISL] Wait for Sign 0066,[ISL] WAIT FOR SIGN 0066
[ISL] Can you sign Sign 0066?,[ISL] CAN YOU SIGN SIGN 0066?
[ISL] See Sign 0066,[ISL] SEE SIGN 0066
[ISL] See Sign 0067,[ISL] SEE SIGN 0067
[ISL] Repeat Sign 0067,[ISL] REPEAT SIGN 0067
[ISL] Show me Sign 0067,[ISL] SHOW ME SIGN 0067
[ISL] Learn Sign 0068,[ISL] LEARN SIGN 0068
[ISL] Wait for Sign 0068,[ISL] WAIT FOR SIGN 0068
[ISL] I like Sign 0068,[ISL] I LIKE SIGN 0068
[ISL] Wait for Sign 0069,[ISL] WAIT FOR SIGN 0069
[ISL] This is Sign 0069,[ISL] THIS SIGN 0069
[ISL] I like Sign 0069,[ISL] I LIKE SIGN 0069
[ISL] See Sign 0070,[ISL] SEE SIGN 0070
[ISL] Wait for Sign 0070,[ISL] WAIT FOR SIGN 0070
[ISL] Learn Sign 0070,[ISL] LEARN SIGN 0070
[ISL] I like Sign 0071,[ISL] I LIKE SIGN 0071
[ISL] Wait for Sign 0071,[ISL] WAIT FOR SIGN 0071
[ISL] Repeat Sign 0071,[ISL] REPEAT SIGN 0071
[ISL] Repeat Sign 0072,[ISL] REPEAT SIGN 0072
[ISL] This is Sign 0072,[ISL] THIS SIGN 0072
[ISL] Wait for Sign 0073,[ISL] WAIT FOR SIGN 0073
[ISL] I like Sign 0073,[ISL] I LIKE SIGN 0073
[ISL] Learn Sign 0073,[ISL] LEARN SIGN 0073
[ISL] Translate Sign 0074,[ISL] TRANSLATE SIGN 0074
[ISL] Wait for Sign 0074,[ISL] WAIT FOR SIGN 0074
[ISL] Show me Sign 0074,[ISL] SHOW ME SIGN 0074
[ISL] Wait for Sign 0075,[ISL] WAIT FOR SIGN 0075
[ISL] Can you sign Sign 0075?,[ISL] CAN YOU SIGN SIGN 0075?
[ISL] I like Sign 0075,[ISL] I LIKE SIGN 0075
[ISL] Repeat Sign 0076,[ISL] REPEAT SIGN 0076
[ISL] See Sign 0076,[ISL] SEE SIGN 0076
[ISL] What is Sign 0077?,[ISL] WHAT SIGN 0077?
[ISL] See Sign 0077,[ISL] SEE SIGN 0077
[ISL] Wait for Sign 0077,[ISL] WAIT FOR SIGN 0077
[ISL] Learn Sign 0078,[ISL] LEARN SIGN 0078
[ISL] Wait for Sign 0078,[ISL] WAIT FOR SIGN 0078
[ISL] I like Sign 0078,[ISL] I LIKE SIGN 0078
[ISL] Can you sign Sign 0079?,[ISL] CAN YOU SIGN SIGN 0079?
[ISL] Learn Sign 0079,[ISL] LEARN SIGN 0079
[ISL] I like Sign 0079,[ISL] I LIKE SIGN 0079
[ISL] See Sign 0080,[ISL] SEE SIGN 0080
[ISL] Can you sign Sign 0080?,[ISL] CAN YOU SIGN SIGN 0080?
[ISL] Translate Sign 0080,[ISL] TRANSLATE SIGN 0080
[ISL] Wait for Sign 0081,[ISL] WAIT FOR SIGN 0081
[ISL] What is Sign 0081?,[ISL] WHAT SIGN 0081?
[ISL] I like Sign 0081,[ISL] I LIKE SIGN 0081
[ISL] Learn Sign 0082,[ISL] LEARN SIGN 0082
[ISL] Can you sign Sign 0082?,[ISL] CAN YOU SIGN SIGN 0082?
[ISL] Wait for Sign 0082,[ISL] WAIT FOR SIGN 0082
[ISL] I like Sign 0083,[ISL] I LIKE SIGN 0083
[ISL] Learn Sign 0083,[ISL] LEARN SIGN 0083
[ISL] See Sign 0083,[ISL] SEE SIGN 0083
[ISL] Can you sign Sign 0084?,[ISL] CAN YOU SIGN SIGN 0084?
[ISL] Wait for Sign 0084,[ISL] WAIT FOR SIGN 0084
[ISL] Wait for Sign 0085,[ISL] WAIT FOR SIGN 0085
[ISL] Learn Sign 0085,[ISL] LEARN SIGN 0085
[ISL] Show me Sign 0086,[ISL] SHOW ME SIGN 0086
[ISL] Translate Sign 0086,[ISL] TRANSLATE SIGN 0086
[ISL] Repeat Sign 0086,[ISL] REPEAT SIGN 0086
[ISL] Can you sign Sign 0087?,[ISL] CAN YOU SIGN SIGN 0087?
[ISL] Wait for Sign 0087,[ISL] WAIT FOR SIGN 0087
[ISL] Wait for Sign 0088,[ISL] WAIT FOR SIGN 0088
[ISL] What is Sign 0088?,[ISL] WHAT SIGN 0088?
[ISL] Repeat Sign 0088,[ISL] REPEAT SIGN 0088
[ISL] Show me Sign 0089,[ISL] SHOW ME SIGN 0089
[ISL] Repeat Sign 0089,[ISL] REPEAT SIGN 0089
[ISL] Learn Sign 0089,[ISL] LEARN SIGN 0089
[ISL] I like Sign 0090,[ISL] I LIKE SIGN 0090
[ISL] This is Sign 0090,[ISL] THIS SIGN 0090
[ISL] What is Sign 0090?,[ISL] WHAT SIGN 0090?
[ISL] See Sign 0091,[ISL] SEE SIGN 0091
[ISL] Translate Sign 0091,[ISL] TRANSLATE SIGN 0091
[ISL] This is Sign 0091,[ISL] THIS SIGN 0091
[ISL] Show me Sign 0092,[ISL] SHOW ME SIGN 0092
[ISL] I like Sign 0092,[ISL] I LIKE SIGN 0092
[ISL] Can you sign Sign 0092?,[ISL] CAN YOU SIGN SIGN 0092?
[ISL] This is Sign 0093,[ISL] THIS SIGN 0093
[ISL] Translate Sign 0093,[ISL] TRANSLATE SIGN 0093
[ISL] Learn Sign 0093,[ISL] LEARN SIGN 0093
[ISL] Repeat Sign 0094,[ISL] REPEAT SIGN 0094
[ISL] This is Sign 0094,[ISL] THIS SIGN 0094
[ISL] This is Sign 0095,[ISL] THIS SIGN 0095
[ISL] Translate Sign 0095,[ISL] TRANSLATE SIGN 0095
[ISL] Show me Sign 0096,[ISL] SHOW ME SIGN 0096
[ISL] Can you sign Sign 0096?,[ISL] CAN YOU SIGN SIGN 0096?
[ISL] Learn Sign 0097,[ISL] LEARN SIGN 0097
[ISL] This is Sign 0097,[ISL] THIS SIGN 0097
[ISL] Show me Sign 0097,[ISL] SHOW ME SIGN 0097
[ISL] Show me Sign 0098,[ISL] SHOW ME SIGN 0098
[ISL] Learn Sign 0098,[ISL] LEARN SIGN 0098
[ISL] Learn Sign 0099,[ISL] LEARN SIGN 0099
[ISL] Show me Sign 0099,[ISL] SHOW ME SIGN 0099
[ISL] Translate Sign 0099,[ISL] TRANSLATE SIGN 0099
[ISL] Learn Sign 0000,[ISL] LEARN SIGN 0000
[ISL] What is Sign 0000?,[ISL] WHAT SIGN 0000?
[ISL] What is Sign 0001?,[ISL] WHAT SIGN 0001?
[ISL] Can you sign Sign 0002?,[ISL] CAN YOU SIGN SIGN 0002?
[ISL] Repeat Sign 0002,[ISL] REPEAT SIGN 0002
[ISL] This is Sign 0003,[ISL] THIS SIGN 0003
[ISL] Learn Sign 0003,[ISL] LEARN SIGN 0003
[ISL] What is Sign 0004?,[ISL] WHAT SIGN 0004?
[ISL] Repeat Sign 0004,[ISL] REPEAT SIGN 0004
[ISL] Wait for Sign 0005,[ISL] WAIT FOR SIGN 0005
[ISL] Can you sign Sign 0005?,[ISL] CAN YOU SIGN SIGN 0005?
[ISL] I like Sign 0005,[ISL] I LIKE SIGN 0005
[ISL] Can you sign Sign 0006?,[ISL] CAN YOU SIGN SIGN 0006?
[ISL] This is Sign 0006,[ISL] THIS SIGN 0006
[ISL] This is Sign 0007,[ISL] THIS SIGN 0007
[ISL] Translate Sign 0008,[ISL] TRANSLATE SIGN 0008
[ISL] I like Sign 0008,[ISL] I LIKE SIGN 0008
[ISL] Repeat Sign 0008,[ISL] REPEAT SIGN 0008
[ISL] What is Sign 0009?,[ISL] WHAT SIGN 0009?
[ISL] See Sign 0009,[ISL] SEE SIGN 0009
[ISL] Repeat Sign 0009,[ISL] REPEAT SIGN 0009
[ISL] Can you sign Sign 0010?,[ISL] CAN YOU SIGN SIGN 0010?
[ISL] What is Sign 0010?,[ISL] WHAT SIGN 0010?
[ISL] Repeat Sign 0013,[ISL] REPEAT SIGN 0013
[ISL] What is Sign 0013?,[ISL] WHAT SIGN 0013?
[ISL] Can you sign Sign 0013?,[ISL] CAN YOU SIGN SIGN 0013?
[ISL] Learn Sign 0014,[ISL] LEARN SIGN 0014
[ISL] Show me Sign 0015,[ISL] SHOW ME SIGN 0015
[ISL] Translate Sign 0015,[ISL] TRANSLATE SIGN 0015
[ISL] See Sign 0017,[ISL] SEE SIGN 0017
[ISL] See Sign 0019,[ISL] SEE SIGN 0019
[ISL] Wait for Sign 0019,[ISL] WAIT FOR SIGN 0019
[ISL] What is Sign 0019?,[ISL] WHAT SIGN 0019?
[ISL] Repeat Sign 0020,[ISL] REPEAT SIGN 0020
[ISL] Show me Sign 0021,[ISL] SHOW ME SIGN 0021
[ISL] Wait for Sign 0021,[ISL] WAIT FOR SIGN 0021
[ISL] Repeat Sign 0022,[ISL] REPEAT SIGN 0022
[ISL] Learn Sign 0023,[ISL] LEARN SIGN 0023
[ISL] Repeat Sign 0023,[ISL] REPEAT SIGN 0023
[ISL] Learn Sign 0024,[ISL] LEARN SIGN 0024
[ISL] I like Sign 0025,[ISL] I LIKE SIGN 0025
[ISL] Show me Sign 0025,[ISL] SHOW ME SIGN 0025
[ISL] What is Sign 0025?,[ISL] WHAT SIGN 0025?
[ISL] Can you sign Sign 0026?,[ISL] CAN YOU SIGN SIGN 0026?
[ISL] What is Sign 0026?,[ISL] WHAT SIGN 0026?
[ISL] Translate Sign 0026,[ISL] TRANSLATE SIGN 0026
[ISL] Repeat Sign 0027,[ISL] REPEAT SIGN 0027
[ISL] I like Sign 0027,[ISL] I LIKE SIGN 0027
[ISL] Translate Sign 0027,[ISL] TRANSLATE SIGN 0027
[ISL] This is Sign 0028,[ISL] THIS SIGN 0028
[ISL] Translate Sign 0029,[ISL] TRANSLATE SIGN 0029
[ISL] I like Sign 0030,[ISL] I LIKE SIGN 0030
[ISL] See Sign 0030,[ISL] SEE SIGN 0030
[ISL] See Sign 0031,[ISL] SEE SIGN 0031
[ISL] Show me Sign 0031,[ISL] SHOW ME SIGN 0031
[ISL] What is Sign 0032?,[ISL] WHAT SIGN 0032?
[ISL] Wait for Sign 0032,[ISL] WAIT FOR SIGN 0032
[ISL] Show me Sign 0033,[ISL] SHOW ME SIGN 0033
[ISL] See Sign 0033,[ISL] SEE SIGN 0033
[ISL] Show me Sign 0034,[ISL] SHOW ME SIGN 0034
[ISL] Learn Sign 0035,[ISL] LEARN SIGN 0035
[ISL] See Sign 0035,[ISL] SEE SIGN 0035
[ISL] Wait for Sign 0035,[ISL] WAIT FOR SIGN 0035
[ISL] Learn Sign 0036,[ISL] LEARN SIGN 0036
[ISL] Repeat Sign 0036,[ISL] REPEAT SIGN 0036
[ISL] Repeat Sign 0037,[ISL] REPEAT SIGN 0037
[ISL] Show me Sign 0037,[ISL] SHOW ME SIGN 0037
[ISL] Learn Sign 0038,[ISL] LEARN SIGN 0038
[ISL] I like Sign 0038,[ISL] I LIKE SIGN 0038
[ISL] Learn Sign 0039,[ISL] LEARN SIGN 0039
[ISL] Can you sign Sign 0039?,[ISL] CAN YOU SIGN SIGN 0039?
[ISL] Show me Sign 0040,[ISL] SHOW ME SIGN 0040
[ISL] What is Sign 0041?,[ISL] WHAT SIGN 0041?
[ISL] See Sign 0041,[ISL] SEE SIGN 0041
[ISL] Can you sign Sign 0041?,[ISL] CAN YOU SIGN SIGN 0041?
[ISL] Show me Sign 0042,[ISL] SHOW ME SIGN 0042
[ISL] What is Sign 0042?,[ISL] WHAT SIGN 0042?
[ISL] Translate Sign 0043,[ISL] TRANSLATE SIGN 0043
[ISL] Repeat Sign 0043,[ISL] REPEAT SIGN 0043
[ISL] Can you sign Sign 0044?,[ISL] CAN YOU SIGN SIGN 0044?
[ISL] Translate Sign 0044,[ISL] TRANSLATE SIGN 0044
[ISL] Show me Sign 0044,[ISL] SHOW ME SIGN 0044
[ISL] Wait for Sign 0045,[ISL] WAIT FOR SIGN 0045
[ISL] Repeat Sign 0045,[ISL] REPEAT SIGN 0045
[ISL] See Sign 0046,[ISL] SEE SIGN 0046
[ISL] I like Sign 0046,[ISL] I LIKE SIGN 0046
[ISL] Translate Sign 0047,[ISL] TRANSLATE SIGN 0047
[ISL] Wait for Sign 0048,[ISL] WAIT FOR SIGN 0048
[ISL] Can you sign Sign 0048?,[ISL] CAN YOU SIGN SIGN 0048?
[ISL] What is Sign 0049?,[ISL] WHAT SIGN 0049?
[ISL] See Sign 0049,[ISL] SEE SIGN 0049
[ISL] Show me Sign 0050,[ISL] SHOW ME SIGN 0050
[ISL] What is Sign 0050?,[ISL] WHAT SIGN 0050?
[ISL] This is Sign 0051,[ISL] THIS SIGN 0051
[ISL] Learn Sign 0051,[ISL] LEARN SIGN 0051
[ISL] What is Sign 0052?,[ISL] WHAT SIGN 0052?
[ISL] This is Sign 0053,[ISL] THIS SIGN 0053
[ISL] Show me Sign 0054,[ISL] SHOW ME SIGN 0054
[ISL] Repeat Sign 0054,[ISL] REPEAT SIGN 0054
[ISL] See Sign 0055,[ISL] SEE SIGN 0055
[ISL] This is Sign 0055,[ISL] THIS SIGN 0055
[ISL] Can you sign Sign 0056?,[ISL] CAN YOU SIGN SIGN 0056?
[ISL] Wait for Sign 0056,[ISL] WAIT FOR SIGN 0056
[ISL] Translate Sign 0057,[ISL] TRANSLATE SIGN 0057
[ISL] Wait for Sign 0057,[ISL] WAIT FOR SIGN 0057
[ISL] What is Sign 0058?,[ISL] WHAT SIGN 0058?
[ISL] Wait for Sign 0059,[ISL] WAIT FOR SIGN 0059
[ISL] Can you sign Sign 0059?,[ISL] CAN YOU SIGN SIGN 0059?
[ISL] Translate Sign 0059,[ISL] TRANSLATE SIGN 0059
[ISL] See Sign 0060,[ISL] SEE SIGN 0060
[ISL] Learn Sign 0060,[ISL] LEARN SIGN 0060
[ISL] Can you sign Sign 0061?,[ISL] CAN YOU SIGN SIGN 0061?
[ISL] Show me Sign 0061,[ISL] SHOW ME SIGN 0061
[ISL] Learn Sign 0061,[ISL] LEARN SIGN 0061
[ISL] This is Sign 0062,[ISL] THIS SIGN 0062
[ISL] Repeat Sign 0062,[ISL] REPEAT SIGN 0062
[ISL] Wait for Sign 0062,[ISL] WAIT FOR SIGN 0062
[ISL] See Sign 0063,[ISL] SEE SIGN 0063
[ISL] Show me Sign 0063,[ISL] SHOW ME SIGN 0063
[ISL] Translate Sign 0064,[ISL] TRANSLATE SIGN 0064
[ISL] Learn Sign 0064,[ISL] LEARN SIGN 0064
[ISL] This is Sign 0064,[ISL] THIS SIGN 0064
[ISL] See Sign 0065,[ISL] SEE SIGN 0065
[ISL] I like Sign 0065,[ISL] I LIKE SIGN 0065
[ISL] What is Sign 0066?,[ISL] WHAT SIGN 0066?
[ISL] I like Sign 0066,[ISL] I LIKE SIGN 0066
[ISL] I like Sign 0067,[ISL] I LIKE SIGN 0067
[ISL] Translate Sign 0068,[ISL] TRANSLATE SIGN 0068
[ISL] Show me Sign 0068,[ISL] SHOW ME SIGN 0068
[ISL] See Sign 0069,[ISL] SEE SIGN 0069
[ISL] Learn Sign 0069,[ISL] LEARN SIGN 0069
[ISL] Show me Sign 0070,[ISL] SHOW ME SIGN 0070
[ISL] Translate Sign 0070,[ISL] TRANSLATE SIGN 0070
[ISL] This is Sign 0070,[ISL] THIS SIGN 0070
[ISL] What is Sign 0071?,[ISL] WHAT SIGN 0071?
[ISL] This is Sign 0071,[ISL] THIS SIGN 0071
[ISL] Show me Sign 0072,[ISL] SHOW ME SIGN 0072
[ISL] Show me Sign 0073,[ISL] SHOW ME SIGN 0073
[ISL] See Sign 0074,[ISL] SEE SIGN 0074
[ISL] I like Sign 0074,[ISL] I LIKE SIGN 0074
[ISL] This is Sign 0075,[ISL] THIS SIGN 0075
[ISL] Repeat Sign 0075,[ISL] REPEAT SIGN 0075
[ISL] Translate Sign 0075,[ISL] TRANSLATE SIGN 0075
[ISL] Learn Sign 0076,[ISL] LEARN SIGN 0076
[ISL] Show me Sign 0076,[ISL] SHOW ME SIGN 0076
[ISL] Can you sign Sign 0076?,[ISL] CAN YOU SIGN SIGN 0076?
[ISL] This is Sign 0077,[ISL] THIS SIGN 0077
[ISL] Translate Sign 0078,[ISL] TRANSLATE SIGN 0078
[ISL] Show me Sign 0078,[ISL] SHOW ME SIGN 0078
[ISL] Can you sign Sign 0078?,[ISL] CAN YOU SIGN SIGN 0078?
[ISL] Translate Sign 0079,[ISL] TRANSLATE SIGN 0079
[ISL] What is Sign 0080?,[ISL] WHAT SIGN 0080?
[ISL] See Sign 0081,[ISL] SEE SIGN 0081
[ISL] Repeat Sign 0081,[ISL] REPEAT SIGN 0081
[ISL] See Sign 0082,[ISL] SEE SIGN 0082
[ISL] Repeat Sign 0083,[ISL] REPEAT SIGN 0083
[ISL] Show me Sign 0083,[ISL] SHOW ME SIGN 0083
[ISL] Repeat Sign 0084,[ISL] REPEAT SIGN 0084
[ISL] See Sign 0084,[ISL] SEE SIGN 0084
[ISL] Repeat Sign 0085,[ISL] REPEAT SIGN 0085
[ISL] Can you sign Sign 0085?,[ISL] CAN YOU SIGN SIGN 0085?
[ISL] Can you sign Sign 0086?,[ISL] CAN YOU SIGN SIGN 0086?
[ISL] This is Sign 0087,[ISL] THIS SIGN 0087
[ISL] I like Sign 0088,[ISL] I LIKE SIGN 0088
[ISL] Translate Sign 0088,[ISL] TRANSLATE SIGN 0088
[ISL] Can you sign Sign 0089?,[ISL] CAN YOU SIGN SIGN 0089?
[ISL] What is Sign 0089?,[ISL] WHAT SIGN 0089?
[ISL] Learn Sign 0090,[ISL] LEARN SIGN 0090
[ISL] Wait for Sign 0091,[ISL] WAIT FOR SIGN 0091
